id;name;genre;artists;album;popularity;duration_ms;explicit
3YPtN5X0HxIzeRCHxfoXTy;Mogbe;afrobeat;Asake;Work Of Art;57;178947;FALSO
6ZZ4zoPdivz4JOUjkqpRNp;Afrobeat;afrobeat;Diomobeats;Afrobeat;0;194867;FALSO
4EPK9EsXU63lnRPbZwH1LV;Afrobeat - Dub Mix;afrobeat;Simon Le Grec;Afrobeat;0;365853;FALSO
5V9XFfvCG4WP5ZdISOLvaF;Sability;afrobeat;Ayra Starr;Sability;57;166558;FALSO
0pLp0NaGBIh2N2tew3FVyN;Afrobeat;afrobeat;African Tribal Orchestra;Highlights of African Tribal Orchestra;0;176519;FALSO
5WwQgwivZOfjHHOdZXnDjR;Feel (Afrobeats Mix);afrobeat;Dualbox, Aracy Carvalho;Feel (Afrobeats Mix);38;147878;FALSO
3ceZIRUX8m8qFFcnEDkj2K;Holiday;afrobeat;Rema;Rave & Roses Ultra;52;159100;FALSO
0SC8vPETc4K5bE8kuATCli;Afrobeat;afrobeat;Luigi Vitale, Gianpaolo Rinaldi, Luca Colussi, Daniele D'Agaro, Mirko Cisilino, Denis Biason;KALIMBATA;0;448464;FALSO
5CwdYVhbdeG3wycY3ukvM4;For My Love - Afrobeats Mix;afrobeat;Don & Gene;For My Love (Afrobeats Mix);39;132458;FALSO
6R3zZakACTkEkqlQKmnnOB;Good Vibes Infinitititi - African Lofi;afrobeat;Lofi Afrobeats;Good Vibes Infinitititi - African Lofi;47;144000;FALSO
0qmQoGGBl8kH9YDfBJIWmQ;Afrobeat;afrobeat;Dani Le Cross;4 DJ: UnDiscovered Weekly #17;0;300000;FALSO
3MCIbI6HEtZBqspo8OVLiJ;Alt-Rock;alt-rock;Eudo 97;Demo;0;137622;VERDADERO
1gewemPOUilb21s7CfMS55;Bartender Song (Sittin' At A Bar) - Alt/Rock Mix;alt-rock;Rehab;Graffiti The World;57;229040;VERDADERO
1o22EcqsCANhwYdaNOSdwS;Tessellate;alt-rock;alt-J;An Awesome Wave;52;181400;FALSO
4KENElVbH0KcipXaaqTeT8;"Russian Alt Rock (Car Wash With Papa) - ""Приключение на автомойке""";alt-rock;The Incomplete Orchestra;TIO's Kid's Jams (Car Wash EP);0;165119;FALSO
0pCTr2E9CtulIwNprituKi;Ms;alt-rock;alt-J;An Awesome Wave;45;238746;FALSO
6XfI75jPN59vD2uF625ayx;Under One Roof Alt Rock;alt-rock;Jack Curtis Dubowsky;Under One Roof (Original Motion Picture Soundtrack Expanded Edition);0;65336;FALSO
6BVBkKpZK09NmifUMZqj1z;Every Other Freckle;alt-rock;alt-J;This Is All Yours;47;216004;FALSO
48H4RqPLjLB5MR3Cc1AdWv;Cry of the Lonely (Psalm 10) - LOFI Alt Rock Mix;alt-rock;Psalms Remixed;Cry of the Lonely (Psalm 10) [LOFI Alt Rock Mix];0;195399;FALSO
24DMpa4roYV1VkykwCSNMG;Panoramic View;alt-rock;AWOLNATION;Panoramic View;50;232733;FALSO
3Sm5TYFgMXyXwgAcY2xweX;So Into You;alt-rock;Atlanta Rhythm Section;A Rock And Roll Alternative;56;260866;FALSO
3i4ColsuZEvjeLz63m0jPt;U&ME;alt-rock;alt-J;The Dream;43;198840;FALSO
6azx6iv2R1DhwovSp4xd5v;Rock Steady;alt-rock;Alton Ellis, The Flames;Mr Soul of Jamaica;42;160266;FALSO
4wuu0v0TsGf22iYAgIcKlb;Altered State Of Mind;alt-rock;Milmine;So Long And Thanks;39;226000;FALSO
4XSLXwwLskeFy1k6ec4tBg;Altitude Adjustment;alt-rock;Midland;On The Rocks;31;206040;FALSO
6N19vudcjcPwsggs3EGgkN;M.S.S;alt-rock;Red;M.S.S;33;205531;FALSO
1AmwIgy0WYLJJ5e24aCFTm;"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")";alt-rock;Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya;"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")";49;246988;FALSO
5uspnRBvXxg7Y0PPfpwH6p;SAVIOR;alt-rock;Smile Empty Soul;SAVIOR;35;262425;FALSO
1Ag58Qks3r3p4sAiUdA5xb;Rockstar;alt-rock;ALT BLK ERA;Rockstar;26;148557;FALSO
13gDxn2tYUGS0sawL4kzWp;Philadelphia;alt-rock;alt-J;The Dream;33;218093;FALSO
3WtldAA054sX3ZWCiFjX4O;Ghostlove (1st Movement);alt-rock;Uncle Morty and the Empty Forties;Ghostlove: An Alt-Rock Musical in 5 Parts;25;65387;FALSO
3PsHpAptfclBD9jVWBKqb1;Bane;alt-rock;alt-J;The Dream;29;310000;FALSO
61Adh3QebIXwos3HqbUri1;Ghostlove (2nd Movement);alt-rock;Uncle Morty and the Empty Forties;Ghostlove: An Alt-Rock Musical in 5 Parts;25;61672;FALSO
17PtEAxSnO1aFWiMukDMWk;Alternative Trouble;alt-rock;LUCKI;Alternative Trap;34;198060;VERDADERO
58qlWRmqnMIKBRu0OaiTQ0;Ghostlove (3rd Movement);alt-rock;Uncle Morty and the Empty Forties;Ghostlove: An Alt-Rock Musical in 5 Parts;25;75046;FALSO
3TY8GltNNtMpDS3YY6tJqo;Bloodflood, Pt. II;alt-rock;alt-J;This Is All Yours;30;319497;FALSO
4iM7P0ApqrIAzJQzL9UFiC;Ghostlogue;alt-rock;Uncle Morty and the Empty Forties;Ghostlove: An Alt-Rock Musical in 5 Parts;25;97338;FALSO
6LFZWSRtgzCXxNbQNOV8yz;Chicago;alt-rock;alt-J;The Dream;30;235386;FALSO
0kH190Vf9KRHfFOhZCaQxv;Ghosterture;alt-rock;Uncle Morty and the Empty Forties;Ghostlove: An Alt-Rock Musical in 5 Parts;25;43839;FALSO
3LvZJiw3K6loTGtfuSrLCM;Losing My Mind;alt-rock;alt-J;The Dream;24;282000;FALSO
2UkEUyOLpOHIZn5hAfgRpK;ROCK THAT SHIT! - Slowed Down;alt-rock;Anarchist Sanctuary, asteria;ROCK THAT SHIT! (Alternate Mixes);32;121658;VERDADERO
57gf8TTzlk1BE5R4C7gfz6;Hunger of the Pine;alt-rock;alt-J;Hunger of the Pine;26;298670;FALSO
35a7EjRYYLLyH4prB1zExl;Rock and Roll - Alternate Mix;alt-rock;Led Zeppelin;Led Zeppelin IV (Deluxe Edition);32;219680;FALSO
2H6NbSsccvcT1j4jwAjDmf;Pusher;alt-rock;alt-J;This Is All Yours;29;209270;FALSO
428wldKJlnRDngUc7UPS2C;Georgia Rhythm;alt-rock;Atlanta Rhythm Section;A Rock And Roll Alternative;30;292733;FALSO
2gODWsWhiGdm5ERRKJMVFx;s.A.D;alt-rock;The Exies;s.A.D;33;238130;FALSO
4goPVvd80KQ6a6uJcvQc5i;ROCK THAT SHIT! - Sped Up;alt-rock;Anarchist Sanctuary, asteria;ROCK THAT SHIT! (Alternate Mixes);28;102860;VERDADERO
3xiJykFwZZgioOjFVuyr2M;Misfits : SOLAR;alt-rock;ALT BLK ERA;Misfits : SOLAR;29;179317;FALSO
5QOXH3mNBeA3BEVmi4U3Cl;Alternative Rock;alt-rock;HOYO-MiX, 王可鑫;Honkai: Star Rail - Out of Control (Original Game Soundtrack);26;78750;FALSO
1lmMwYy7UlBFCmBWWYeIjB;Awake 24;alt-rock;Ra;Awake 24;26;243654;FALSO
40m4TVdRgogwawVxD9qEwk;Rock Steady;alt-rock;Alton Ellis;Treasure Isle Collection;22;158106;FALSO
1yDraXjOPLhkBljQq6HCQ8;Walk a Mile;alt-rock;alt-J;The Dream;25;389933;FALSO
2e4vEkdm8h8mNnGHSBfTMT;Ve Kamleya;alt-rock;Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya;Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack);50;246988;FALSO
035SyYaZBffdxtuHRPE5SD;Keep The Change, You Filthy Animal;alt-rock;All Time Low;Nothing Personal (Deluxe Version);31;200133;FALSO
4oNm4AlbUo8XEDayfLxoup;Rocker;alt-rock;Alter Ego;Transphormer;28;288053;FALSO
0T5BNAzHqpSpJPbNeRYp7e;Alternate Reality 3035;alt-rock;tiedye ky;Basspunk Loverboy (Remastered);19;207483;FALSO
5b0KMebx2ZOPv91U42xOSv;Rock Around With Ollie Vee - Alternate Version;alt-rock;Buddy Holly;That'll Be The Day;31;138066;FALSO
0Sbvy1JbpkhtTvVvpvRoEs;Face in the Wind;alt-rock;311;Mosaic;23;220933;FALSO
1krpd6EfCr6laRrmH7qBP2;Rock Around the Clock (Alternate Take);alt-rock;Bill Haley & His Comets;Presenting Bill Haley & His Comets;30;131080;FALSO
7v0Pll0A9YnsiyYpzIRXDy;A.D.D;alt-rock;alt.;ABEYANCE;28;217582;VERDADERO
3scsKPy4dLwvWjF8MgIXPQ;I'm Still in Love With You;alt-rock;Alton Ellis;Sings Rock and Soul;21;201493;FALSO
0ZFQxmNIOj03o7OMaiPcVX;Alternative Outro;alternative;LUCKI;Alternative Trap;41;290063;VERDADERO
2yE3bwbhqypdsuhmv48Svn;Alternative Ulster;alternative;Stiff Little Fingers;Inflammable Material;45;163880;FALSO
4ylj6KTRlC25nhizGTlFPA;the alternative;alternative;Lyn Lapid;to love in the 21st century;46;183693;FALSO
7BgR4y0YtloMsx8uaZqgiX;ALTERNATIVE;alternative;RØRY;Family Drama;39;184800;FALSO
5CUMbEbUWSQ78MJl6kCEyy;ALTERNATIVE;alternative;RØRY;ALTERNATIVE;28;184800;FALSO
4p1ajZ2s5MGd5pg3knrI2D;Alternative Outro;alternative;LUCKI;Alternative Trap;20;290063;VERDADERO
6MG4zuO1TDYLthCXnnuFA3;Alternative Universe;alternative;Apel8;Alternative Universe;32;156168;FALSO
0hx7G6WWGpvz1wbQqFhZix;Alternative Baby;alternative;Reel Big Fish;Turn The Radio Off;21;177266;FALSO
6nfDT5gdEAjc1oqtZZ6NZ8;Alternative Radio;alternative;Spose;Why Am I So Happy?;24;229941;VERDADERO
6gm72gIqAhWNHpnNqQT1xs;Alternative Girlfriend;alternative;Barenaked Ladies;Disc One: All Their Greatest Hits 1991 - 2001;22;261613;FALSO
4C5b0yjGQCeQvqtWNu63hu;Alternative;alternative;The Exploited;Singles & Rarities 1980-1983;30;120506;VERDADERO
6aiY5SUOKG7cIg4IBiqR88;alternate universe;alternative;Zeph;crush (demos);26;56608;FALSO
3nf8bPxahKPbLJxPYCEpMv;Alternative Thoughts;alternative;Lofi Bee, Ogi Feel the Beat, Chill Select;Alternative Thoughts;27;138666;FALSO
7hkZB3PBuxYvoIAWSJyu0C;the alternative;alternative;Lyn Lapid;to love in the 21st century: the epilogue;28;183693;FALSO
5uISOA1qg9sqUBW3RHBIGG;Alternative Healer;alternative;Meditation Music Zone, Mindfulness Meditation Music Spa Maestro, Meditação e Espiritualidade Musica Academia;New Meditation Experience – Buddhist Meditation Music, Spiritual Enlightenment, Equanimity, Mantra Background Music;21;311373;FALSO
0xJDTRuEuSlP95wHnrLnLx;In Dreams - Alternative Version;alternative;Sierra Ferrell;In Dreams (Alternative Version);49;163149;FALSO
4OMIla1g8I2gD7BcX1er6E;Alternate Ending;alternative;Liza;The Alternate Ending;29;158478;FALSO
5yYKXfy77bJ2ruKozl25QM;Alternative Space;alternative;ぬいぐるみクレヨン Lush Crayon;Mine on the Street;22;252464;FALSO
1WVBHXEnvQ8TNPPTsoejMS;Alternate Ending;alternative;Chloe Ament;Alternate Ending;15;248661;FALSO
6h77X5H4dP9l2jzG92vVv0;The Alternative Polka;alternative;"""Weird Al"" Yankovic";Bad Hair Day;34;290906;FALSO
25F4aCgBMe1g3c2v8ftZuI;Alternate Reality;alternative;Cowboy Mouth;Alternate Reality;13;211897;FALSO
51q8dtQBsoDWAMEcGhKsXa;…well, better than the alternative;alternative;Will Wood;The Normal Album;46;254986;VERDADERO
1k3I0SuAtNLKmvYZUySb0v;Alternative;alternative;Ambriosa Flame;Alternative;12;62000;FALSO
5amsbekD8wrUSrOw0O2jlS;Alternative Flow;alternative;Sarah Fortwo;Alternative Flow;24;113880;FALSO
4XDHGaAFSH4Q8J4rCbnZwv;alt psycho (Intro);alternative;Layto;alternative psycho (deluxe);15;53276;FALSO
6JTHK2MNg5iFewS1PVk4ZX;Alternative;alternative;Decanõe;Alternative;25;176597;FALSO
1JI1QrQ7FrtZRqW1dXcvLd;ALTERNIAN IDIOT;alternative;Broadway Homestuck;Broadway Karkat;17;175229;FALSO
1OTTsC0cNRDUXNTULzJMsu;You Are an Idiot! - Alternative Version [Sped Up];alternative;APOCALIPSIS;You Are an Idiot! (Alternates);50;114335;FALSO
4uAalOPic5WOPJF1kANXCt;Since I Don't Have You (Alternative Take);alternative;The Skyliners;The Skyliners;46;158840;FALSO
7fCwdq1teIVh8QdYDWghnQ;Undefined;alternative;Alter.;Undefined;24;124675;FALSO
0dA2HIxFnBXsZtsJO7jF6m;Alternative 3 - Remastered 2005;alternative;Brian Eno;Music For Films;18;195066;FALSO
723keHhbyPlh9sWWSCNsU0;Alternative to Love;alternative;Brendan Benson;The Alternative to Love;7;275960;FALSO
7mkqtJT64b7DqVmsleEItj;Alternative Rush;alternative;Rebelion, Sub Sonik, LXCPR;The First Dose;36;96203;FALSO
72FGmNspFL56LlAmwM1Rzv;Alternate Realities pt. I;alternative;Feverkin;Alternate Realities (Original Soundtrack);27;265000;FALSO
0qRSrdDK4xj1doRViNPYwM;Roadrunner (Alternative Version);alternative;The Modern Lovers;The Modern Lovers (Expanded Version);44;295013;FALSO
5w9JCQrdI23pJA68bJIUlJ;Black Sheep III;alternative;Alternative Radio;Black Sheep III;4;184616;FALSO
7J3X43vYtibhBI3aIvLQL3;Concertina Ballerina;alternative;Alternative Radio;Retrospect;29;175098;FALSO
5AAPK0dTyOrjpOE5CxZ4G5;The Alternative Song;alternative;Thousand Foot Krutch;Set It Off;10;264946;FALSO
4CmPBOuhNWAA7AdaOYyTp5;The Alternative;alternative;Cusp;Thanks So Much;23;214186;FALSO
6NFSt8JDyjn02DTVGZPVdF;All That I See;alternative;The Alternate Routes;A Sucker's Dream;17;227080;FALSO
6EmZb3bivxqrUsOgix6pP2;ALTERNATIVE REALITY;alternative;MoonDeity, Phonk Killer;VOICE OF THE SOUL;18;149192;VERDADERO
6Rt5MfCSRWFDFPKMT7LKPp;Satellite City;alternative;Alternative Radio;Subject to Status;13;208431;FALSO
6D4DDG0bTiCaC4x8EBvkSi;Lady Stardust - Alternative Version - Take 1;alternative;David Bowie;Lady Stardust (Alternative Version - Take 1);45;207131;FALSO
47ikjIBA3xrUUh9IwfSchC;New Alternative;alternative;No Hotel;New Alternative;5;172710;FALSO
471RMuDrTQqwjdaZ3zLp9L;Great Summer - Soundtrack Version Genre Alternative;alternative;Vance Joy;Great Summer;38;222600;FALSO
5LgImTEsMdxEqXa1J4p3CT;ALTERNATIVE;alternative;RØRY;hurt myself;9;184800;FALSO
58aUcXS67lMkTXQ5sayQiZ;Your Name - Alternative;alternative;Lissom, Julien Marchal, Lowswimmer;Your Name;43;163182;FALSO
6VrBWh90BiwWmwKtvwWFcq;Ambiente;ambient;J Balvin;Vibras;50;248826;FALSO
01MV13Hg9sfFNtgcMidjgE;Ambient White Tones;ambient;Hovar;Lean Noise;62;123702;FALSO
69pQIBBVLEDaEOdlGqJcyL;Ambient Reverie;ambient;Rangitoto;Ambient Reverie;43;123870;FALSO
