id;name;genre;artists;album;popularity;duration_ms;explicit
3YPtN5X0HxIzeRCHxfoXTy;Mogbe;afrobeat;Asake;Work Of Art;57;178947;FALSO
6ZZ4zoPdivz4JOUjkqpRNp;Afrobeat;afrobeat;Diomobeats;Afrobeat;0;194867;FALSO
4EPK9EsXU63lnRPbZwH1LV;Afrobeat - Dub Mix;afrobeat;Simon Le Grec;Afrobeat;0;365853;FALSO
5V9XFfvCG4WP5ZdISOLvaF;Sability;afrobeat;Ayra Starr;Sability;57;166558;FALSO
0pLp0NaGBIh2N2tew3FVyN;Afrobeat;afrobeat;African Tribal Orchestra;Highlights of African Tribal Orchestra;0;176519;FALSO
5WwQgwivZOfjHHOdZXnDjR;Feel (Afrobeats Mix);afrobeat;Dualbox, Aracy Carvalho;Feel (Afrobeats Mix);38;147878;FALSO
3ceZIRUX8m8qFFcnEDkj2K;Holiday;afrobeat;Rema;Rave & Roses Ultra;52;159100;FALSO
0SC8vPETc4K5bE8kuATCli;Afrobeat;afrobeat;Luigi Vitale, Gianpaolo Rinaldi, Luca Colussi, Daniele D'Agaro, Mirko Cisilino, Denis Biason;KALIMBATA;0;448464;FALSO
5CwdYVhbdeG3wycY3ukvM4;For My Love - Afrobeats Mix;afrobeat;Don & Gene;For My Love (Afrobeats Mix);39;132458;FALSO
6R3zZakACTkEkqlQKmnnOB;Good Vibes Infinitititi - African Lofi;afrobeat;Lofi Afrobeats;Good Vibes Infinitititi - African Lofi;47;144000;FALSO
0qmQoGGBl8kH9YDfBJIWmQ;Afrobeat;afrobeat;Dani Le Cross;4 DJ: UnDiscovered Weekly #17;0;300000;FALSO
